,awardYear,Persistence,awardLabel,PairID,class,lastPubYear,event,time,area,group
3287,2001,15,Fellow of the Royal Society,128,Contenders,2016,1,15,general,Middle
3288,2012,1,Wolf Prize in Chemistry,497,Contenders,2013,1,1,chemistry,Middle
3289,2013,7,MacArthur Fellowship,840,Contenders,2020,0,7,general,Young
3290,2009,11,Shanti Swarup Bhatnagar Prize for Science and Technology,1394,Contenders,2020,0,11,general,Young
3291,2009,11,MacArthur Fellowship,1108,Contenders,2020,0,11,general,Young
3292,2000,19,Fellow of the Royal Society,194,Contenders,2019,0,19,general,Middle
3293,1999,21,Fellow of the Royal Society,1228,Contenders,2020,0,21,general,NA
3294,1992,27,Fellow of the Royal Society,571,Contenders,2019,0,27,general,Middle
3295,1980,31,Fellow of the Royal Society,1265,Contenders,2011,1,31,general,NA
3296,1995,14,Wolf Prize in Chemistry,1365,Contenders,2009,1,14,chemistry,Middle
3297,2000,2,Fellow of the Royal Society,1102,Contenders,2002,1,2,general,Middle
3298,2011,9,Fellow of the Royal Society,853,Contenders,2020,0,9,general,Senior
3299,1999,20,Fellow of the Royal Society,852,Contenders,2019,0,20,general,Middle
3300,1998,17,MacArthur Fellowship,884,Contenders,2015,1,17,general,Young
3301,1990,29,Shanti Swarup Bhatnagar Prize for Science and Technology,926,Contenders,2019,0,29,general,Young
3302,1995,19,MacArthur Fellowship,788,Contenders,2014,1,19,general,Young
3303,1999,21,Fellow of the Royal Society,133,Contenders,2020,0,21,general,Senior
3304,2000,20,MacArthur Fellowship,775,Contenders,2020,0,20,general,Young
3305,1999,21,Fellow of the Royal Society,1049,Contenders,2020,0,21,general,Middle
3306,1947,27,Fellow of the Royal Society,1398,Contenders,1974,1,27,general,Middle
3307,1993,25,Shanti Swarup Bhatnagar Prize for Science and Technology,586,Contenders,2018,0,25,general,Young
3309,2008,4,Wolf Prize in Medicine,815,Contenders,2012,1,4,biology,Senior
3310,2005,15,Nobel Prize in Chemistry,140,Contenders,2020,0,15,chemistry,Middle
3311,2009,5,Wollaston Medal,1296,Contenders,2014,1,5,geography,Senior
3312,2012,8,MacArthur Fellowship,4,Contenders,2020,0,8,general,Young
3314,1994,26,Fellow of the Royal Society,408,Contenders,2020,0,26,general,Young
3315,2007,12,Fellow of the Royal Society,147,Contenders,2019,0,12,general,Middle
3316,2002,11,Fellow of the Royal Society,141,Contenders,2013,1,11,general,Senior
3317,1973,33,National Medal of Science,1073,Contenders,2006,1,33,general,Senior
3318,2003,10,Fellow of the Royal Society,297,Contenders,2013,1,10,general,Senior
3319,2013,7,Fellow of the Royal Society,939,Contenders,2020,0,7,general,NA
3320,2012,8,National Medal of Science,700,Contenders,2020,0,8,general,Senior
3321,1975,28,Fellow of the Royal Society,169,Contenders,2003,1,28,general,Middle
3322,1986,17,Fellow of the Royal Society,949,Contenders,2003,1,17,general,Middle
3323,1903,110,Fellow of the Royal Society,1040,Contenders,2013,1,110,general,Young
3324,2012,7,Fellow of the Royal Society,962,Contenders,2019,0,7,general,Senior
3325,1992,26,Fellow of the Royal Society,1267,Contenders,2018,0,26,general,Middle
3326,2007,12,Fellow of the Royal Society,27,Contenders,2019,0,12,general,Young
3327,2011,9,Shanti Swarup Bhatnagar Prize for Science and Technology,260,Contenders,2020,0,9,general,Young
3328,2003,17,MacArthur Fellowship,1362,Contenders,2020,0,17,general,Young
3329,1994,26,MacArthur Fellowship,191,Contenders,2020,0,26,general,Young
3330,1986,11,Fellow of the Royal Society,949,Contenders,1997,1,11,general,Middle
3331,1995,25,Shanti Swarup Bhatnagar Prize for Science and Technology,979,Contenders,2020,0,25,general,Young
3332,1988,2,MacArthur Fellowship,865,Contenders,1990,1,2,general,Young
3333,2015,4,Claude E. Shannon Award,1147,Contenders,2019,0,4,cs,Senior
3334,1994,25,Fellow of the Royal Society,664,Contenders,2019,0,25,general,Young
3335,2010,9,Nobel Prize in Chemistry,224,Contenders,2019,0,9,chemistry,Senior
3336,2015,5,Fellow of the Royal Society,1097,Contenders,2020,0,5,general,NA
3337,2012,8,MacArthur Fellowship,4,Contenders,2020,0,8,general,Young
3338,2005,13,Fellow of the Royal Society,941,Contenders,2018,0,13,general,Middle
3339,2001,1,Cullum Geographical Medal,652,Contenders,2002,1,1,geography,Senior
3340,2008,11,Shanti Swarup Bhatnagar Prize for Science and Technology,105,Contenders,2019,0,11,general,Young
3341,1975,34,Fellow of the Royal Society,1249,Contenders,2009,1,34,general,Middle
3342,1997,17,Fellow of the Royal Society,1006,Contenders,2014,1,17,general,Middle
3343,1994,12,Fellow of the Royal Society,896,Contenders,2006,1,12,general,Middle
3344,1984,34,Fellow of the Royal Society,1126,Contenders,2018,0,34,general,Young
3345,1981,14,Wollaston Medal,1155,Contenders,1995,1,14,geography,Senior
3346,2003,17,Lasker-DeBakey Clinical Medical Research Award,587,Contenders,2020,0,17,biology,Middle
3347,2016,2,Fellow of the Royal Society,549,Contenders,2018,0,2,general,Senior
3348,1988,31,MacArthur Fellowship,639,Contenders,2019,0,31,general,Young
3349,1982,38,MacArthur Fellowship,536,Contenders,2020,0,38,general,Young
3350,2001,14,MacArthur Fellowship,164,Contenders,2015,1,14,general,Young
3351,1987,28,Wolf Prize in Medicine,6,Contenders,2015,1,28,biology,Middle
3352,2017,2,Fellow of the Royal Society,963,Contenders,2019,0,2,general,Senior
3353,1998,21,Lasker-DeBakey Clinical Medical Research Award,1262,Contenders,2019,0,21,biology,Senior
3354,2005,15,National Medal of Science,1039,Contenders,2020,0,15,general,Middle
3355,2002,17,Lasker-DeBakey Clinical Medical Research Award,1075,Contenders,2019,0,17,biology,Senior
3356,2011,8,Shanti Swarup Bhatnagar Prize for Science and Technology,1028,Contenders,2019,0,8,general,Young
3357,1972,36,Fellow of the Royal Society,696,Contenders,2008,1,36,general,Middle
3358,1991,29,Fellow of the Royal Society,178,Contenders,2020,0,29,general,Middle
3359,2006,13,Fellow of the Royal Society,1005,Contenders,2019,0,13,general,Middle
3360,2009,11,Nobel Prize in Physiology or Medicine,345,Contenders,2020,0,11,biology,Middle
3361,2014,6,Lasker-DeBakey Clinical Medical Research Award,1175,Contenders,2020,0,6,biology,Senior
3362,2017,3,Fellow of the Royal Society,866,Contenders,2020,0,3,general,Middle
3363,2015,5,Max Planck Medal,287,Contenders,2020,0,5,physics,Middle
3364,2006,14,Fellow of the Royal Society,847,Contenders,2020,0,14,general,NA
3365,2012,8,Fellow of the Royal Society,957,Contenders,2020,0,8,general,Young
3366,2007,13,Fellow of the Royal Society,1312,Contenders,2020,0,13,general,Middle
3367,1995,24,Fellow of the Royal Society,602,Contenders,2019,0,24,general,Middle
3368,1983,9,National Medal of Science,740,Contenders,1992,1,9,general,Senior
3369,2000,5,MacArthur Fellowship,741,Contenders,2005,1,5,general,Young
3370,2016,4,Fellow of the Royal Society,971,Contenders,2020,0,4,general,Middle
3371,2016,4,Nobel Prize in Chemistry,185,Contenders,2020,0,4,chemistry,Senior
3372,1989,19,National Medal of Science,112,Contenders,2008,1,19,general,Senior
3374,2006,13,Fellow of the Royal Society,847,Contenders,2019,0,13,general,NA
3375,1983,36,Wolf Prize in Chemistry,1352,Contenders,2019,0,36,chemistry,Middle
3376,2010,10,Lyell Medal,881,Contenders,2020,0,10,geography,Senior
3377,2001,17,Fellow of the Royal Society,568,Contenders,2018,0,17,general,Middle
3378,2010,10,MacArthur Fellowship,122,Contenders,2020,0,10,general,Young
3379,2000,19,Fellow of the Royal Society,194,Contenders,2019,0,19,general,Middle
3380,1989,31,Fellow of the Royal Society,420,Contenders,2020,0,31,general,Young
3381,1994,13,Fellow of the Royal Society,376,Contenders,2007,1,13,general,Middle
3382,1986,20,Fellow of the Royal Society,949,Contenders,2006,1,20,general,Middle
3383,1978,41,Fields Medal,38,Contenders,2019,0,41,mathematics,Young
3384,2008,10,MacArthur Fellowship,233,Contenders,2018,0,10,general,Young
3385,1993,22,National Medal of Science,487,Contenders,2015,1,22,general,Senior
3386,1991,4,MacArthur Fellowship,626,Contenders,1995,1,4,general,Senior
3387,2013,7,Breakthrough Prize in Life Sciences,759,Contenders,2020,0,7,biology,Middle
3388,1983,29,MacArthur Fellowship,117,Contenders,2012,1,29,general,Young
3389,1994,19,Fellow of the Royal Society,377,Contenders,2013,1,19,general,Young
3390,2008,12,Fellow of the Royal Society,54,Contenders,2020,0,12,general,Senior
3391,1992,13,Fellow of the Royal Society,702,Contenders,2005,1,13,general,Middle
3392,1992,28,Fellow of the Royal Society,702,Contenders,2020,0,28,general,Middle
3393,1984,0,Turing Award,1224,Contenders,1984,1,0,cs,Middle
3394,2009,11,MacArthur Fellowship,1108,Contenders,2020,0,11,general,Young
3395,2010,2,Shanti Swarup Bhatnagar Prize for Science and Technology,634,Contenders,2012,1,2,general,Young
3396,1993,27,National Medal of Science,1212,Contenders,2020,0,27,general,Senior
3397,1970,28,National Medal of Science,338,Contenders,1998,1,28,general,Middle
3398,2005,11,National Medal of Science,130,Contenders,2016,1,11,general,Senior
3399,2016,4,Fellow of the Royal Society,430,Contenders,2020,0,4,general,NA
3400,2000,20,Shanti Swarup Bhatnagar Prize for Science and Technology,386,Contenders,2020,0,20,general,NA
3401,1983,20,Shanti Swarup Bhatnagar Prize for Science and Technology,1428,Contenders,2003,1,20,general,Young
3402,1991,4,MacArthur Fellowship,547,Contenders,1995,1,4,general,Young
3403,1996,20,Fellow of the Royal Society,327,Contenders,2016,1,20,general,Middle
3404,1980,28,Shanti Swarup Bhatnagar Prize for Science and Technology,1466,Contenders,2008,1,28,general,Young
3405,2011,8,Shanti Swarup Bhatnagar Prize for Science and Technology,1153,Contenders,2019,0,8,general,NA
3407,1993,27,MacArthur Fellowship,839,Contenders,2020,0,27,general,Middle
3408,1981,12,National Medal of Science,1007,Contenders,1993,1,12,general,Senior
3409,1998,22,Nobel Prize in Physics,1106,Contenders,2020,0,22,physics,Middle
3410,2007,13,Turing Award,722,Contenders,2020,0,13,cs,Middle
3412,2003,8,Fellow of the Royal Society,842,Contenders,2011,1,8,general,Middle
3413,2003,13,Fellow of the Royal Society,503,Contenders,2016,1,13,general,Senior
3414,2002,1,Fellow of the Royal Society,216,Contenders,2003,1,1,general,Middle
3415,1997,23,Nobel Prize in Physics,1248,Contenders,2020,0,23,physics,Middle
3416,2018,2,Fellow of the Royal Society,516,Contenders,2020,0,2,general,Middle
3417,1974,36,Fellow of the Royal Society,1382,Contenders,2010,1,36,general,Middle
3418,1984,35,Nobel Prize in Physics,506,Contenders,2019,0,35,physics,Middle
3419,2007,13,Fellow of the Royal Society,927,Contenders,2020,0,13,general,Middle
3420,1996,22,Shanti Swarup Bhatnagar Prize for Science and Technology,838,Contenders,2018,0,22,general,Young
3421,1981,39,Nobel Prize in Chemistry,593,Contenders,2020,0,39,chemistry,Senior
3422,1991,29,National Medal of Science,1057,Contenders,2020,0,29,general,Middle
3423,1995,7,Nobel Prize in Chemistry,625,Contenders,2002,1,7,chemistry,Middle
3424,2001,18,Fellow of the Royal Society,837,Contenders,2019,0,18,general,Middle
3425,2013,7,Fellow of the Royal Society,1055,Contenders,2020,0,7,general,Middle
3426,2015,4,Fellow of the Royal Society,12,Contenders,2019,0,4,general,Senior
3427,1978,18,Wolf Prize in Medicine,1391,Contenders,1996,1,18,biology,Middle
3428,1967,4,Shanti Swarup Bhatnagar Prize for Science and Technology,1082,Contenders,1971,1,4,general,Young
3429,1992,21,MacArthur Fellowship,134,Contenders,2013,1,21,general,Middle
3430,1996,23,Fellow of the Royal Society,1417,Contenders,2019,0,23,general,Young
3431,2008,12,MacArthur Fellowship,442,Contenders,2020,0,12,general,NA
3432,1994,23,Fellow of the Royal Society,1161,Contenders,2017,1,23,general,Young
3433,2006,5,National Medal of Science,1420,Contenders,2011,1,5,general,Senior
3434,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,1041,Contenders,2020,0,13,general,Young
3435,2006,14,Shanti Swarup Bhatnagar Prize for Science and Technology,1166,Contenders,2020,0,14,general,Young
3436,1971,33,Fellow of the Royal Society,1279,Contenders,2004,1,33,general,Young
3437,1989,15,Nobel Prize in Physics,70,Contenders,2004,1,15,physics,Senior
3438,1992,21,MacArthur Fellowship,134,Contenders,2013,1,21,general,Middle
3439,1952,67,Fellow of the Royal Society,561,Contenders,2019,0,67,general,Young
3440,1964,0,Nobel Prize in Physics,379,Contenders,1964,1,0,physics,Young
3441,2002,18,Wolf Prize in Physics,809,Contenders,2020,0,18,physics,Senior
3442,2008,11,Wolf Prize in Medicine,16,Contenders,2019,0,11,biology,Senior
3443,2001,19,Fellow of the Royal Society,496,Contenders,2020,0,19,general,Middle
3444,2016,4,Fellow of the Royal Society,606,Contenders,2020,0,4,general,Middle
3445,2004,15,Fellow of the Royal Society,192,Contenders,2019,0,15,general,Young
3446,2011,9,MacArthur Fellowship,835,Contenders,2020,0,9,general,Young
3447,2012,0,Max Planck Medal,1150,Contenders,2012,1,0,physics,Middle
3448,1993,16,Fellow of the Royal Society,504,Contenders,2009,1,16,general,Middle
3449,1988,8,Shanti Swarup Bhatnagar Prize for Science and Technology,1347,Contenders,1996,1,8,general,Young
3450,1977,3,Max Planck Medal,480,Contenders,1980,1,3,physics,Middle
3451,1989,15,Fellow of the Royal Society,420,Contenders,2004,1,15,general,Young
3452,2009,11,Nobel Prize in Chemistry,44,Contenders,2020,0,11,chemistry,Senior
3453,1999,20,Fellow of the Royal Society,609,Contenders,2019,0,20,general,Middle
3454,1996,13,Fellow of the Royal Society,1193,Contenders,2009,1,13,general,Senior
3455,2004,16,Fellow of the Royal Society,914,Contenders,2020,0,16,general,Middle
3456,2008,12,Shanti Swarup Bhatnagar Prize for Science and Technology,181,Contenders,2020,0,12,general,Young
3457,2011,9,National Medal of Science,534,Contenders,2020,0,9,general,Senior
3458,2008,12,MacArthur Fellowship,9,Contenders,2020,0,12,general,Young
3459,1996,24,Nobel Prize in Physiology or Medicine,100,Contenders,2020,0,24,biology,Middle
3460,2003,3,Shanti Swarup Bhatnagar Prize for Science and Technology,1010,Contenders,2006,1,3,general,Middle
3461,2014,6,Nobel Prize in Physiology or Medicine,274,Contenders,2020,0,6,biology,Middle
3462,1998,20,Fellow of the Royal Society,1196,Contenders,2018,0,20,general,Middle
3463,2002,16,MacArthur Fellowship,481,Contenders,2018,0,16,general,Young
3464,1992,25,Fellow of the Royal Society,702,Contenders,2017,1,25,general,Middle
3465,1987,28,MacArthur Fellowship,266,Contenders,2015,1,28,general,Young
3466,2012,8,Fellow of the Royal Society,957,Contenders,2020,0,8,general,Young
3467,1969,31,Fellow of the Royal Society,699,Contenders,2000,1,31,general,Young
3468,2016,4,Shanti Swarup Bhatnagar Prize for Science and Technology,808,Contenders,2020,0,4,general,Young
3469,2017,3,Fellow of the Royal Society,71,Contenders,2020,0,3,general,Middle
3470,2015,4,Fellow of the Royal Society,707,Contenders,2019,0,4,general,Senior
3471,2015,5,Fellow of the Royal Society,718,Contenders,2020,0,5,general,Senior
3472,2018,2,Fellow of the Royal Society,395,Contenders,2020,0,2,general,Senior
3473,2009,11,MacArthur Fellowship,844,Contenders,2020,0,11,general,Young
3474,2017,2,Fellow of the Royal Society,715,Contenders,2019,0,2,general,NA
3475,1992,16,Fellow of the Royal Society,318,Contenders,2008,1,16,general,Young
3476,2016,3,Wolf Prize in Chemistry,1253,Contenders,2019,0,3,chemistry,Senior
3477,1996,24,MacArthur Fellowship,1169,Contenders,2020,0,24,general,Young
3478,2000,15,Shanti Swarup Bhatnagar Prize for Science and Technology,714,Contenders,2015,1,15,general,NA
3479,1993,13,Fellow of the Royal Society,110,Contenders,2006,1,13,general,Young
3480,2013,7,National Medal of Science,947,Contenders,2020,0,7,general,Senior
3481,1996,24,MacArthur Fellowship,301,Contenders,2020,0,24,general,Young
3482,1992,22,National Medal of Science,854,Contenders,2014,1,22,general,Senior
3483,1989,3,Turing Award,508,Contenders,1992,1,3,cs,Middle
3484,2003,9,Fellow of the Royal Society,503,Contenders,2012,1,9,general,Senior
3485,2005,7,Fellow of the Royal Society,1405,Contenders,2012,1,7,general,Middle
3486,1985,35,MacArthur Fellowship,912,Contenders,2020,0,35,general,Young
3487,1996,24,Fellow of the Royal Society,327,Contenders,2020,0,24,general,Middle
3488,2016,2,Shanti Swarup Bhatnagar Prize for Science and Technology,389,Contenders,2018,0,2,general,Young
3489,2003,17,Nobel Prize in Chemistry,1283,Contenders,2020,0,17,chemistry,Middle
3490,2010,9,Wolf Prize in Medicine,900,Contenders,2019,0,9,biology,Senior
3491,2016,4,Fellow of the Royal Society,606,Contenders,2020,0,4,general,Middle
3492,1989,30,Nobel Prize in Physics,70,Contenders,2019,0,30,physics,Senior
3493,1990,24,Fellow of the Royal Society,544,Contenders,2014,1,24,general,Middle
3494,1991,28,National Medal of Science,1372,Contenders,2019,0,28,general,Middle
3495,2011,9,Fellow of the Royal Society,19,Contenders,2020,0,9,general,NA
3496,2013,7,Shanti Swarup Bhatnagar Prize for Science and Technology,761,Contenders,2020,0,7,general,NA
3497,1994,25,Fellow of the Royal Society,896,Contenders,2019,0,25,general,Middle
3498,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,350,Contenders,2020,0,13,general,NA
3499,2007,13,Shanti Swarup Bhatnagar Prize for Science and Technology,276,Contenders,2020,0,13,general,Young
3500,1973,40,Nobel Prize in Physics,215,Contenders,2013,1,40,physics,Young
3501,2016,4,Fellow of the Royal Society,930,Contenders,2020,0,4,general,Middle
3502,1990,8,National Medal of Science,563,Contenders,1998,1,8,general,Senior
3503,2014,5,Wolf Prize in Mathematics,459,Contenders,2019,0,5,mathematics,Senior
3504,1958,10,Fellow of the Royal Society,1399,Contenders,1968,1,10,general,Young
